name	term	lev	seq	value
"protein folding"	GO:0061077;GO:0006457	2	isogroup7247	4.7
"protein folding"	GO:0061077;GO:0006457	2	isogroup7615	4
"protein folding"	GO:0061077;GO:0006457	2	isogroup7908	-0.2
"protein folding"	GO:0061077;GO:0006457	2	isogroup8953	-0.9
"protein folding"	GO:0061077;GO:0006457	2	isogroup9118	-1.5
"protein folding"	GO:0061077;GO:0006457	2	isogroup9217	6.5
"protein folding"	GO:0061077;GO:0006457	2	isogroup9349	-2.2
"protein folding"	GO:0061077;GO:0006457	2	isogroup9409	0.3
"protein folding"	GO:0061077;GO:0006457	2	isogroup9905	0.9
"organophosphate catabolic process"	GO:0046434	3	isogroup13371	0.6
"organophosphate catabolic process"	GO:0046434	3	isogroup15878	0.9
"organophosphate catabolic process"	GO:0046434	3	isogroup18718	1.2
"organophosphate catabolic process"	GO:0046434	3	isogroup23460	-3.8
"organophosphate catabolic process"	GO:0046434	3	isogroup23999	-0.7
"organophosphate catabolic process"	GO:0046434	3	isogroup2535	0.2
"organophosphate catabolic process"	GO:0046434	3	isogroup2633	0.3
"organophosphate catabolic process"	GO:0046434	3	isogroup30175	0.5
"organophosphate catabolic process"	GO:0046434	3	isogroup38817	1
"organophosphate catabolic process"	GO:0046434	3	isogroup42916	0.2
"organophosphate catabolic process"	GO:0046434	3	isogroup4615	1
"organophosphate catabolic process"	GO:0046434	3	isogroup4927	-2.8
"organophosphate catabolic process"	GO:0046434	3	isogroup5577	-1.2
"organophosphate catabolic process"	GO:0046434	3	isogroup7092	0.6
"organophosphate catabolic process"	GO:0046434	3	isogroup8144	-2.7
"organophosphate catabolic process"	GO:0046434	3	isogroup9881	0.3
"organophosphate catabolic process"	GO:0046434	3	isogroup9921	-7.6
"mismatch repair"	GO:0006298	2	isogroup12926	0
"mismatch repair"	GO:0006298	2	isogroup1383	0.3
"mismatch repair"	GO:0006298	2	isogroup13990	0.6
"mismatch repair"	GO:0006298	2	isogroup15159	-0.2
"mismatch repair"	GO:0006298	2	isogroup1608	0.2
"mismatch repair"	GO:0006298	2	isogroup1951	0.5
"mismatch repair"	GO:0006298	2	isogroup20178	0.5
"mismatch repair"	GO:0006298	2	isogroup21294	-0.1
"mismatch repair"	GO:0006298	2	isogroup25087	0
"mismatch repair"	GO:0006298	2	isogroup2534	-0.1
"mismatch repair"	GO:0006298	2	isogroup28310	0
"mismatch repair"	GO:0006298	2	isogroup34578	-0.4
"mismatch repair"	GO:0006298	2	isogroup41301	0.2
"mismatch repair"	GO:0006298	2	isogroup42435	-0.4
"mismatch repair"	GO:0006298	2	isogroup6368	3
"mismatch repair"	GO:0006298	2	isogroup8546	-10
"negative regulation of biological process"	GO:0048519	2	isogroup1107	0.2
"negative regulation of biological process"	GO:0048519	2	isogroup11208	-0.6
"negative regulation of biological process"	GO:0048519	2	isogroup12833	-10
"negative regulation of biological process"	GO:0048519	2	isogroup13996	1.1
"negative regulation of biological process"	GO:0048519	2	isogroup15829	-0.6
"negative regulation of biological process"	GO:0048519	2	isogroup15892	-1.7
"negative regulation of biological process"	GO:0048519	2	isogroup16719	1.5
"negative regulation of biological process"	GO:0048519	2	isogroup17932	2
"negative regulation of biological process"	GO:0048519	2	isogroup18239	0.5
"negative regulation of biological process"	GO:0048519	2	isogroup18361	0.7
"negative regulation of biological process"	GO:0048519	2	isogroup19739	0.6
"negative regulation of biological process"	GO:0048519	2	isogroup19933	-1.3
"negative regulation of biological process"	GO:0048519	2	isogroup20998	-1.5
"negative regulation of biological process"	GO:0048519	2	isogroup23306	-3.2
"negative regulation of biological process"	GO:0048519	2	isogroup25070	0.7
"negative regulation of biological process"	GO:0048519	2	isogroup29791	0.1
"negative regulation of biological process"	GO:0048519	2	isogroup2982	-0.4
"negative regulation of biological process"	GO:0048519	2	isogroup31634	2.4
"negative regulation of biological process"	GO:0048519	2	isogroup3218	0.3
"negative regulation of biological process"	GO:0048519	2	isogroup3245	0.4
"negative regulation of biological process"	GO:0048519	2	isogroup34189	1.2
"negative regulation of biological process"	GO:0048519	2	isogroup3749	0.1
"negative regulation of biological process"	GO:0048519	2	isogroup37581	1.5
"negative regulation of biological process"	GO:0048519	2	isogroup379	3.2
"negative regulation of biological process"	GO:0048519	2	isogroup40242	0.3
"negative regulation of biological process"	GO:0048519	2	isogroup4259	0.2
"negative regulation of biological process"	GO:0048519	2	isogroup4488	-0.7
"negative regulation of biological process"	GO:0048519	2	isogroup5740	-0.7
"negative regulation of biological process"	GO:0048519	2	isogroup6512	-0.1
"negative regulation of biological process"	GO:0048519	2	isogroup8040	-0.5
"negative regulation of biological process"	GO:0048519	2	isogroup8389	-4.3
"negative regulation of biological process"	GO:0048519	2	isogroup8532	2.9
"negative regulation of biological process"	GO:0048519	2	isogroup8651	0.1
"negative regulation of biological process"	GO:0048519	2	isogroup9088	0.5
"negative regulation of biological process"	GO:0048519	2	isogroup9776	-3.1
"negative regulation of biological process"	GO:0048519	2	isogroup10819	5.5
"negative regulation of biological process"	GO:0048519	2	isogroup13802	0.1
"negative regulation of biological process"	GO:0048519	2	isogroup16794	0.5
"negative regulation of biological process"	GO:0048519	2	isogroup177	-0.8
"negative regulation of biological process"	GO:0048519	2	isogroup18009	0.4
"negative regulation of biological process"	GO:0048519	2	isogroup24226	0.3
"negative regulation of biological process"	GO:0048519	2	isogroup24773	0.9
"negative regulation of biological process"	GO:0048519	2	isogroup25240	5.1
"negative regulation of biological process"	GO:0048519	2	isogroup2567	2
"negative regulation of biological process"	GO:0048519	2	isogroup25916	0.7
"negative regulation of biological process"	GO:0048519	2	isogroup27425	1
"negative regulation of biological process"	GO:0048519	2	isogroup2801	-2.6
"negative regulation of biological process"	GO:0048519	2	isogroup30029	2.6
"negative regulation of biological process"	GO:0048519	2	isogroup3131	2.1
"negative regulation of biological process"	GO:0048519	2	isogroup36262	0.2
"negative regulation of biological process"	GO:0048519	2	isogroup36586	2.7
"negative regulation of biological process"	GO:0048519	2	isogroup37789	0
"negative regulation of biological process"	GO:0048519	2	isogroup39774	0.1
"negative regulation of biological process"	GO:0048519	2	isogroup39779	0
"negative regulation of biological process"	GO:0048519	2	isogroup4062	0.7
"negative regulation of biological process"	GO:0048519	2	isogroup40888	2.5
"negative regulation of biological process"	GO:0048519	2	isogroup40997	2.7
"negative regulation of biological process"	GO:0048519	2	isogroup43408	0
"negative regulation of biological process"	GO:0048519	2	isogroup43817	0.4
"negative regulation of biological process"	GO:0048519	2	isogroup45051	2
"negative regulation of biological process"	GO:0048519	2	isogroup45684	1.4
"negative regulation of biological process"	GO:0048519	2	isogroup5491	0.1
"negative regulation of biological process"	GO:0048519	2	isogroup5670	4.5
"negative regulation of biological process"	GO:0048519	2	isogroup6739	0.1
"negative regulation of biological process"	GO:0048519	2	isogroup8336	0.5
"negative regulation of biological process"	GO:0048519	2	isogroup9617	0
"negative regulation of biological process"	GO:0048519	2	isogroup5936	-4.8
"negative regulation of biological process"	GO:0048519	2	isogroup7425	0.3
"DNA-templated transcription initiation"	GO:0006352	3	isogroup10391	0.2
"DNA-templated transcription initiation"	GO:0006352	3	isogroup11451	-0.2
"DNA-templated transcription initiation"	GO:0006352	3	isogroup15139	-0.8
"DNA-templated transcription initiation"	GO:0006352	3	isogroup1521	-0.2
"DNA-templated transcription initiation"	GO:0006352	3	isogroup16446	-1.4
"DNA-templated transcription initiation"	GO:0006352	3	isogroup1862	0.2
"DNA-templated transcription initiation"	GO:0006352	3	isogroup22792	-0.2
"DNA-templated transcription initiation"	GO:0006352	3	isogroup24084	-8
"DNA-templated transcription initiation"	GO:0006352	3	isogroup32762	-8.6
"DNA-templated transcription initiation"	GO:0006352	3	isogroup5564	0.3
"DNA-templated transcription initiation"	GO:0006352	3	isogroup5602	-1.9
"DNA-templated transcription initiation"	GO:0006352	3	isogroup6186	-0.6
"DNA-templated transcription initiation"	GO:0006352	3	isogroup6197	0.1
"DNA-templated transcription initiation"	GO:0006352	3	isogroup7131	0
"DNA-templated transcription initiation"	GO:0006352	3	isogroup7139	0.1
"DNA-templated transcription initiation"	GO:0006352	3	isogroup8194	-4.2
"DNA-templated transcription initiation"	GO:0006352	3	isogroup8933	-0.4
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup10683	-0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup10971	0.7
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup11168	-0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup11540	-0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup11627	0.5
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup12580	-0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup1270	-1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup12953	0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup14194	-0.4
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup15025	0.7
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup15061	-0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup15240	0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup17993	0.9
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup1818	-0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup1820	0.5
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup1996	1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup20099	0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup21517	-0.3
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup21788	0
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup21924	0.3
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup23745	0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup23902	-0.7
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup2623	0.3
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup2656	0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup26841	0
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup2739	-0.4
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup27831	0
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup2846	-0.4
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup2875	0.3
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup28954	0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup29816	0.5
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup30153	-0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup32016	0.7
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup33023	0.5
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup36424	-0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup37306	0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup3766	7.4
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup38874	0.3
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup3971	1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup42272	0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup4362	0.3
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup44040	0
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup4431	0.7
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup4808	-0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup5003	1.4
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup5463	0.4
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup6037	-0.4
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup6384	0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup667	-0.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup6872	-0.9
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup7143	0.7
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup726	1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup7355	0.5
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup7484	0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup7650	3.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup7707	0.9
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup8588	-0.7
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup8721	-0.5
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup9774	-0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup9853	-0.8
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup28740	1.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup4894	0.6
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup6358	-7.5
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup6386	5.5
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup8487	-0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup12688	0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup25582	0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup5069	0
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup6390	1.1
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup7354	1.8
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup8522	0.2
"organic anion transport"	GO:0006865;GO:0046942;GO:0015711;GO:0015849	2	isogroup9565	0.5
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup10611	0.7
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup10822	0.2
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup11260	-0.3
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup11606	-7.3
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup11793	-0.1
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup11866	0.1
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup12115	0.3
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup12461	-0.6
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup12473	-0.3
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup1278	4.1
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup12806	0.1
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup13031	-0.4
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup13297	0.6
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup14015	-0.3
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup14461	-7.3
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup15090	0.2
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup15582	0.1
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup16151	-2
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup16227	-0.6
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup17270	-1.7
"alpha-amino acid metabolic process"	GO:1901605	6	isogroup18138	4.5
